Country,Happiness Rank,Happiness Score,Economy (GDP per Capita),Family,Health (Life Expectancy),Freedom,Trust (Government Corruption),Generosity,Dystopia Residual,Region_Australia and New Zealand,Region_Central and Eastern Europe,Region_Eastern Asia,Region_Latin America and Caribbean,Region_Middle East and Northern Africa,Region_North America,Region_Southeastern Asia,Region_Southern Asia,Region_Sub-Saharan Africa,Region_Western Europe,Year_2015,Year_2016,Year_2017,Year_2018,Year_2019
Belgium,19,6.937,1.30782,1.28566,0.8966700000000001,0.5845,0.2254,0.2225,2.4144500000000004,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Switzerland,1,7.5870000000000015,1.39651,1.34951,0.94143,0.66557,0.41978,0.29678000000000004,2.5174200000000004,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Estonia,63,5.739,1.2,1.5319999999999998,0.737,0.5529999999999999,0.174,0.086,1.4569999999999992,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Liberia,116,4.5710000000000015,0.0712,0.78968,0.34201,0.28531,0.062320000000000014,0.24362,2.776860000000001,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Saudi Arabia,35,6.4110000000000005,1.39541,1.0839299999999998,0.72025,0.31048000000000003,0.32524000000000003,0.13706,2.4386300000000007,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
El Salvador,45,6.0029997825622585,0.909784495830536,1.1821250915527302,0.596018552780151,0.432452529668808,0.0899809598922729,0.0782579854130745,2.7143801674246872,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Greece,102,4.857,1.15406,0.92933,0.88213,0.07699,0.013969999999999998,0.0,1.80052,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Bangladesh,125,4.456,0.562,0.928,0.723,0.527,0.14300000000000002,0.166,1.4070000000000005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Czech Republic,20,6.852,1.269,1.487,0.92,0.457,0.036000000000000004,0.046,2.6370000000000005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Mali,128,4.39,0.385,1.105,0.308,0.327,0.052000000000000005,0.153,2.06,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Sri Lanka,120,4.44000005722046,1.00985014438629,1.25997638702393,0.625130832195282,0.561213254928589,0.0736539661884308,0.490863561630249,0.4193119108676893,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Palestinian Territories,108,4.715,0.59867,0.92558,0.66015,0.24499,0.12905,0.11251,2.04405,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Qatar,32,6.374,1.649,1.3030000000000002,0.748,0.654,0.171,0.256,1.592999999999999,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Norway,4,7.522,1.459,1.33095,0.88521,0.66973,0.36503,0.34699,2.46509,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Macedonia,89,5.185,0.959,1.239,0.691,0.394,0.052000000000000005,0.173,1.6769999999999992,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Moldova,56,5.837999820709231,0.7288706302642819,1.25182557106018,0.5894652009010309,0.240729048848152,0.0100912861526012,0.20877912640571605,2.808238957077269,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Palestinian Territories,103,4.77500009536743,0.716249227523804,1.15564715862274,0.565666973590851,0.25471106171608,0.0892826020717621,0.114173173904419,1.879269897937773,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Iran,108,4.69199991226196,1.15687310695648,0.7115512490272521,0.639333188533783,0.24932260811328896,0.048761073499918005,0.387242913246155,1.4989157728850833,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Montenegro,83,5.23699998855591,1.12112903594971,1.23837649822235,0.6674646735191351,0.194989055395126,0.0881741940975189,0.197911024093628,1.7289555072784424,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Congo (Brazzaville),114,4.559,0.682,0.8109999999999999,0.343,0.514,0.077,0.091,2.0410000000000004,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Croatia,82,5.3210000000000015,1.115,1.161,0.737,0.38,0.039,0.12,1.7690000000000006,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Bulgaria,105,4.71400022506714,1.1614590883255,1.43437945842743,0.708217680454254,0.2892317175865169,0.0110515309497714,0.113177694380283,0.9964830549433844,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Estonia,55,5.893,1.237,1.528,0.8740000000000001,0.495,0.161,0.103,1.495,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Mexico,14,7.187,1.02054,0.91451,0.8144399999999999,0.48181,0.21312,0.14074,3.6018400000000006,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Nepal,99,4.961999893188481,0.479820191860199,1.17928326129913,0.504130780696869,0.4403059482574461,0.0729755461215973,0.3940961658954621,1.8913879990577775,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Malta,22,6.726,1.3,1.52,0.999,0.564,0.151,0.375,1.817,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Bosnia and Herzegovina,93,5.129,0.915,1.078,0.758,0.28,0.0,0.21600000000000005,1.8819999999999988,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Gambia,120,4.516,0.308,0.939,0.428,0.382,0.16699999999999998,0.269,2.023,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Slovakia,40,6.09800004959106,1.32539355754852,1.5050592422485398,0.712732911109924,0.295817464590073,0.0242108516395092,0.136544480919838,2.098241541534656,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Armenia,121,4.36,0.8608600000000001,0.6247699999999999,0.64083,0.14037,0.036160000000000005,0.07793,1.9790800000000008,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Liberia,150,3.622,0.10706,0.50353,0.23165,0.25748000000000004,0.04852,0.24063,2.23313,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Peru,64,5.7429999999999986,0.99602,0.81255,0.6299399999999999,0.37502,0.05292,0.14527,2.7312799999999995,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Jordan,80,5.303,0.99673,0.86216,0.60712,0.36023,0.13297,0.14262,2.2011700000000003,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Mali,138,3.995,0.26074,1.03526,0.20583,0.38857,0.12352,0.18798,1.7931,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Comoros,140,3.956,0.23906,0.79273,0.36315,0.22917,0.199,0.17440999999999998,1.9584800000000004,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Bahrain,42,6.218,1.44024,0.94397,0.65696,0.47375,0.25772,0.17147,2.27389,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Morocco,90,5.151,0.8405799999999999,0.38595,0.5947100000000001,0.25646,0.08404,0.04053,2.94873,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Iraq,112,4.677,0.98549,0.81889,0.60237,0.0,0.13788,0.17922000000000002,1.9531499999999995,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Kazakhstan,60,5.809,1.173,1.508,0.7290000000000001,0.41,0.096,0.146,1.747,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
United Arab Emirates,21,6.6479997634887695,1.6263433694839498,1.26641023159027,0.726798236370087,0.60834527015686,0.324489563703537,0.3609419465065,1.7346711456775656,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Saudi Arabia,37,6.343999862670901,1.53062355518341,1.28667759895325,0.590148329734802,0.449750572443008,0.27343225479126004,0.147616013884544,2.065751537680627,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Uganda,133,4.08099985122681,0.381430715322495,1.12982773780823,0.21763260662555706,0.443185955286026,0.057069718837738,0.32576605677604703,1.5260870605707173,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
New Zealand,8,7.324,1.268,1.601,0.8759999999999999,0.669,0.389,0.365,2.156,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Algeria,88,5.211,1.002,1.16,0.785,0.086,0.114,0.073,1.9910000000000003,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Latvia,89,5.098,1.11312,1.09562,0.72437,0.29671,0.06332,0.18226,1.6225999999999998,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Uruguay,29,6.545,1.18157,1.0314299999999998,0.72183,0.54388,0.21394,0.18056,2.67179,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Cyprus,65,5.62099981307983,1.35593807697296,1.13136327266693,0.84471470117569,0.35511153936386103,0.0412379764020443,0.271254301071167,1.6213799454271782,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Czech Republic,21,6.711,1.233,1.489,0.8540000000000001,0.5429999999999999,0.034,0.064,2.4940000000000007,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Greece,99,5.033,1.24886,0.75473,0.80029,0.058220000000000015,0.04127,0.0,2.1296300000000006,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Guatemala,43,6.122999999999998,0.74553,1.04356,0.64425,0.57733,0.09472,0.27489,2.742719999999999,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Chad,131,4.301,0.358,0.907,0.053,0.189,0.06,0.181,2.553,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Vietnam,96,5.061,0.74037,0.7911699999999999,0.66157,0.5595399999999999,0.11556,0.25075,1.9420400000000002,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Djibouti,126,4.369,0.44025,0.59207,0.36291,0.46074,0.28105,0.18093,2.05105,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Cameroon,133,4.252,0.4225,0.8876700000000001,0.23402,0.49309,0.05786,0.20618000000000006,1.95068,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Ghana,114,4.633,0.5455800000000001,0.6795399999999999,0.40132,0.42342,0.04355,0.23087,2.30872,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Croatia,74,5.488,1.18649,0.6080899999999999,0.70524,0.23907,0.04002,0.18434,2.52475,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Congo (Brazzaville),124,4.29099988937378,0.8089642524719242,0.8320443630218509,0.28995743393898,0.4350258708000179,0.0796181336045265,0.12085212767124197,1.724537707865239,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Peru,65,5.6629999999999985,0.934,1.249,0.674,0.53,0.034,0.092,2.149999999999999,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Paraguay,64,5.681,0.835,1.5219999999999998,0.615,0.541,0.07400000000000001,0.162,1.9320000000000008,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Peru,58,5.824,0.9001899999999999,0.97459,0.73017,0.4149600000000001,0.05989,0.14982,2.59438,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Chad,132,4.35,0.35,0.7659999999999999,0.192,0.174,0.078,0.198,2.592,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Macedonia,92,5.1750001907348615,1.06457793712616,1.20789301395416,0.644948184490204,0.325905978679657,0.0602777935564518,0.25376096367836,1.6176363192498684,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Switzerland,5,7.487,1.42,1.5490000000000002,0.927,0.66,0.35700000000000004,0.256,2.318,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Togo,139,3.999,0.259,0.474,0.253,0.434,0.101,0.158,2.32,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Cambodia,129,4.1680002212524405,0.6017650961875921,1.00623834133148,0.429783403873444,0.633375823497772,0.0681059509515762,0.385922968387604,1.042808637022972,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Zambia,85,5.129,0.47038,0.91612,0.29924,0.48827,0.12468,0.19591,2.6343999999999994,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Bosnia and Herzegovina,90,5.18200016021729,0.982409417629242,1.0693359375,0.705186307430267,0.204403176903725,0.0,0.328867495059967,1.8917978256940888,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Hong Kong,72,5.474,1.38604,1.05818,1.01328,0.59608,0.37124,0.39478,0.6544000000000008,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Ecuador,44,6.00799989700317,1.00082039833069,1.28616881370544,0.685636222362518,0.4551981985569,0.140134647488594,0.15011246502399406,2.289929151535034,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Kazakhstan,54,5.919,1.22943,0.95544,0.57386,0.4052,0.11132,0.15011,2.49364,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Mauritania,123,4.29199981689453,0.6484572887420649,1.2720308303833,0.285349279642105,0.0960980430245399,0.136957004666328,0.201870024204254,1.6512373462319383,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Qatar,35,6.375,1.87076568603516,1.27429687976837,0.7100980877876278,0.604130983352661,0.4392992556095121,0.33047387003898604,1.1459352374076834,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Malta,37,6.3020000000000005,1.2074,1.30203,0.88721,0.60365,0.13585999999999998,0.51752,1.6483300000000003,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
China,83,5.245,1.0278,0.79381,0.73561,0.44012,0.02745,0.04959,2.1706200000000004,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Rwanda,152,3.334,0.359,0.711,0.614,0.555,0.411,0.217,0.4669999999999997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Laos,110,4.623,0.72,1.034,0.441,0.626,0.174,0.23,1.3980000000000006,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Latvia,68,5.56,1.21788,0.95025,0.63952,0.27996,0.0889,0.17445,2.2090400000000003,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Gabon,104,4.799,1.057,1.183,0.5710000000000001,0.295,0.055,0.043,1.5949999999999989,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Belarus,73,5.483,1.039,1.4980000000000002,0.7,0.307,0.154,0.101,1.6839999999999995,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Romania,52,5.945,1.116,1.219,0.726,0.528,0.001,0.08800000000000001,2.2670000000000003,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Spain,36,6.31,1.251,1.538,0.965,0.449,0.07400000000000001,0.142,1.891,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Greece,87,5.227000236511231,1.28948748111725,1.23941457271576,0.8101989030838009,0.0957312509417534,0.04328977689147,0.0,1.7488782517611965,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Belgium,18,6.922999999999999,1.356,1.504,0.986,0.473,0.21,0.16,2.233999999999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Qatar,28,6.6110000000000015,1.69042,1.0786,0.79733,0.6404,0.52208,0.32573,1.5564400000000005,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Congo (Kinshasa),126,4.280000209808351,0.0921023488044739,1.22902345657349,0.191407024860382,0.235961347818375,0.0602413564920425,0.246455833315849,2.2248088419437377,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Ukraine,133,4.332,0.82,1.39,0.7390000000000001,0.17800000000000002,0.01,0.187,1.0080000000000005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Ethiopia,122,4.512,0.19073,0.60406,0.44055,0.4345,0.15048,0.24325,2.44843,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Congo (Brazzaville),139,3.989,0.67866,0.6629,0.31051,0.41466,0.11686,0.12388,1.6815299999999995,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Kazakhstan,60,5.79,1.143,1.516,0.631,0.454,0.121,0.14800000000000002,1.777,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Philippines,90,5.073,0.70532,1.03516,0.58114,0.62545,0.12279,0.24991,1.7532300000000005,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Spain,36,6.329,1.23011,1.31379,0.95562,0.45951,0.06398,0.18227,2.12372,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Uzbekistan,41,6.174,0.745,1.529,0.7559999999999999,0.631,0.24,0.322,1.951,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Ecuador,48,5.975,0.8640200000000001,0.99903,0.79075,0.48574,0.1809,0.11540999999999997,2.53915,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Kenya,112,4.55299997329712,0.560479462146759,1.06795072555542,0.30998834967613204,0.452763766050339,0.0646413192152977,0.444860309362411,1.6523160412907614,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Sierra Leone,113,4.5710000000000015,0.256,0.813,0.0,0.355,0.053,0.238,2.8560000000000008,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Slovenia,63,5.768,1.29947,1.05613,0.79151,0.53164,0.03635,0.25738,1.7955199999999998,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Kuwait,39,6.295,1.5542200000000002,1.16594,0.72492,0.55499,0.25609,0.16228,1.87656,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Sweden,10,7.291,1.45181,1.08764,0.83121,0.58218,0.40867,0.38254,2.5469500000000007,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Liberia,148,3.532999992370609,0.119041793048382,0.8721179366111759,0.229918196797371,0.33288118243217496,0.0389482490718365,0.26654988527298,1.6735427491366892,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Algeria,68,5.605,0.93929,1.07772,0.61766,0.28579,0.17382999999999998,0.07822,2.4324900000000005,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Iran,105,4.813,1.11758,0.38857,0.64232,0.22544,0.0557,0.38538,1.9980100000000005,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Bolivia,59,5.822,0.79422,0.8377899999999999,0.4697,0.50961,0.07746,0.21698,2.9162400000000006,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Belgium,18,6.9289999999999985,1.42539,1.05249,0.8195899999999999,0.51354,0.26248,0.2424,2.61311,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Ivory Coast,139,3.916,0.55507,0.57576,0.04476,0.40663,0.1553,0.20338,1.9751000000000003,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Brazil,17,6.952000000000001,1.08754,1.03938,0.61415,0.40425,0.14165999999999998,0.15775999999999998,3.5072600000000014,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Romania,86,5.124,1.04345,0.8858799999999999,0.7689,0.35068,0.006490000000000001,0.13748,1.9311200000000002,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Guatemala,27,6.436,0.8,1.269,0.746,0.535,0.078,0.175,2.833,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Kyrgyzstan,86,5.261,0.551,1.4380000000000002,0.723,0.508,0.023,0.3,1.7180000000000002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Russia,68,5.648,1.183,1.452,0.726,0.334,0.031,0.08199999999999999,1.84,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Moldova,52,5.8889999999999985,0.59448,1.01528,0.61826,0.32818,0.01615,0.20951,3.10714,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Netherlands,6,7.3769998550415,1.50394463539124,1.42893922328949,0.8106961250305179,0.5853844881057739,0.282661825418472,0.470489829778671,2.2948837280273353,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Singapore,34,6.343,1.529,1.4509999999999998,1.008,0.631,0.457,0.261,1.0060000000000002,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Zambia,116,4.513999938964839,0.6364067792892459,1.00318729877472,0.25783589482307395,0.461603492498398,0.0782135501503944,0.249580144882202,1.8271727785468053,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Lesotho,144,3.802,0.489,1.169,0.168,0.359,0.093,0.107,1.4170000000000005,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Mexico,25,6.57800006866455,1.15318381786346,1.210862159729,0.709978997707367,0.412730008363724,0.132774114608765,0.120990432798862,2.837480537593372,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Panama,25,6.7860000000000005,1.06353,1.1985,0.79661,0.5421,0.0927,0.24434,2.8482200000000004,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Ethiopia,127,4.35,0.308,0.95,0.391,0.452,0.146,0.22,1.883,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Germany,17,6.985,1.3730000000000002,1.454,0.987,0.495,0.265,0.261,2.1500000000000004,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Montenegro,88,5.1610000000000005,1.07838,0.74173,0.6353300000000001,0.15111,0.12721,0.17190999999999998,2.2553300000000007,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Germany,16,6.994,1.44787,1.09774,0.81487,0.53466,0.28551,0.30452,2.50883,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
El Salvador,40,6.167000000000002,0.8059999999999999,1.231,0.639,0.461,0.08199999999999999,0.065,2.8830000000000013,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Libya,68,5.525000095367429,1.10180306434631,1.35756433010101,0.520169019699097,0.465733230113983,0.0926102101802826,0.15207366645336198,1.835046574473384,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Burundi,157,2.905,0.06831,0.23442,0.15747,0.0432,0.09419,0.2029,2.10451,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Sri Lanka,116,4.471,0.918,1.314,0.672,0.585,0.05,0.307,0.625,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Senegal,142,3.904,0.36498,0.97619,0.4354,0.36772,0.10713,0.20843000000000006,1.44415,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
United Kingdom,15,7.0539999999999985,1.3330000000000002,1.538,0.996,0.45,0.278,0.348,2.1109999999999993,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Cameroon,114,4.513,0.5249699999999999,0.62542,0.12697999999999998,0.42736,0.06126,0.2268,2.52021,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Poland,60,5.791,1.12555,1.27948,0.77903,0.53122,0.04212,0.16759000000000002,1.86601,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Ecuador,48,5.973,0.889,1.33,0.736,0.556,0.12,0.114,2.228,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Kyrgyzstan,92,5.131,0.53,1.416,0.594,0.54,0.035,0.281,1.735,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Bhutan,97,5.01100015640259,0.885416388511658,1.3401265144348102,0.495879292488098,0.5015376806259161,0.17338038980960802,0.474054545164108,1.1406053453683915,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Peru,63,5.71500015258789,1.03522527217865,1.21877038478851,0.6301661133766171,0.4500028789043429,0.0470490865409374,0.126819714903831,2.2069667018950008,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Netherlands,5,7.487999999999999,1.396,1.5219999999999998,0.999,0.557,0.298,0.322,2.3939999999999992,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Luxembourg,14,7.09,1.609,1.479,1.012,0.526,0.316,0.194,1.9540000000000008,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Germany,16,6.9510002136230495,1.48792338371277,1.47252035140991,0.798950731754303,0.562511384487152,0.276731938123703,0.33626917004585305,2.016093254089359,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Jamaica,73,5.51,0.89333,0.96372,0.5946899999999999,0.43597,0.04294,0.22245,2.3569,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Morocco,89,5.207999999999998,0.8009999999999999,0.782,0.782,0.418,0.076,0.036000000000000004,2.3129999999999993,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Congo (Kinshasa),120,4.517,0.0,1.0012,0.09806,0.22605,0.07625,0.24834,2.8670999999999998,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Tanzania,153,3.2310000000000003,0.476,0.885,0.499,0.417,0.147,0.276,0.5310000000000001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
United Kingdom,11,7.19,1.244,1.433,0.888,0.464,0.08199999999999999,0.262,2.817000000000001,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Nicaragua,57,5.8279999999999985,0.59325,1.14184,0.7431399999999999,0.55475,0.19317,0.27815,2.3237,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Bahrain,37,6.199,1.362,1.368,0.871,0.536,0.11,0.255,1.6969999999999992,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Venezuela,23,6.81,1.04424,1.25596,0.7205199999999999,0.42908,0.11069,0.05841,3.1911,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Pakistan,92,5.1320000000000014,0.68816,0.26135,0.40306,0.14622000000000002,0.1388,0.31185,3.1825600000000005,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Angola,142,3.795,0.73,1.125,0.269,0.0,0.061,0.079,1.5309999999999997,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Mauritius,64,5.62900018692017,1.18939554691315,1.20956099033356,0.6380074620246889,0.491247326135635,0.0421815551817417,0.360933750867844,1.6976735554635498,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Palestinian Territories,104,4.743,0.642,1.217,0.602,0.266,0.076,0.086,1.8540000000000003,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
United Arab Emirates,28,6.573,1.57352,0.8711399999999999,0.72993,0.56215,0.35561,0.26591,2.21474,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Kosovo,46,6.1,0.882,1.232,0.758,0.489,0.006,0.262,2.471,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Madagascar,148,3.695,0.27954,0.46115,0.37109,0.13684000000000002,0.07506,0.2204,2.15092,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Sierra Leone,111,4.635,0.36485,0.628,0.0,0.30685,0.08196,0.23897,3.0143699999999995,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Russia,59,5.81,1.151,1.479,0.599,0.399,0.025,0.065,2.092,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Nigeria,91,5.155,0.6890000000000001,1.172,0.048,0.462,0.032,0.201,2.551,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Kyrgyzstan,85,5.185,0.5604399999999999,0.95434,0.5544899999999999,0.40212,0.04762,0.38432,2.28167,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Lesotho,97,4.898,0.37545,1.04103,0.07612000000000001,0.31767,0.12504,0.16388,2.79881,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Congo (Brazzaville),127,4.2360000000000015,0.7710899999999999,0.47799,0.28212,0.37938,0.09753,0.12077,2.107120000000001,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
France,24,6.5920000000000005,1.324,1.472,1.045,0.436,0.183,0.111,2.021000000000001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
South Sudan,156,2.853,0.306,0.575,0.295,0.01,0.091,0.202,1.3740000000000003,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Oman,22,6.853,1.36011,1.08182,0.76276,0.63274,0.32524000000000003,0.21542,2.4749099999999995,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Hungary,62,5.757999999999999,1.2009999999999998,1.41,0.828,0.199,0.02,0.081,2.019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,19,6.71400022506714,1.44163393974304,1.4964600801467902,0.805335938930511,0.508190035820007,0.265428066253662,0.492774158716202,1.7041780054569269,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
